Year,Team,Name,G,GS,GR,IP,W,L,S,HD,SO,BB,ERA,FIP,WHIP,WAR
2020,LG,켈리,28,28,0,173.1,15,7,0,0,134,40,3.32,4.07,1.15,5.17
2020,LG,정찬헌,19,19,0,110.1,7,4,0,0,85,31,3.51,4.13,1.33,2.97
2020,LG,임찬규,27,26,1,147.2,10,9,0,0,138,65,4.08,4.26,1.41,2.7
2020,LG,이민호,20,16,4,97.2,4,4,0,0,67,44,3.69,4.57,1.41,2.4
2020,LG,윌슨,25,25,0,144.2,10,8,0,0,109,39,4.42,4.19,1.38,2.26
2020,LG,정우영,65,0,65,75.0,4,4,5,20,59,29,3.12,4.08,1.03,2.2
2020,LG,최동환,54,0,54,57.0,4,1,0,4,42,12,3.47,4.17,1.16,0.87
2020,LG,진해수,76,0,76,50.0,4,2,0,22,59,23,4.32,3.31,1.54,0.84
2020,LG,최성훈,48,0,48,33.1,0,0,0,2,24,16,3.51,3.95,1.56,0.65
2020,LG,이정용,34,0,34,34.0,3,0,0,4,33,14,3.71,5.13,1.35,0.58
2020,LG,송은범,56,1,55,56.0,4,2,2,6,28,19,4.5,4.81,1.52,0.44
2020,LG,차우찬,13,13,0,64.0,5,5,0,0,51,28,5.34,4.94,1.55,0.41
2020,LG,고우석,40,0,40,41.2,0,4,17,1,51,19,4.1,2.99,1.34,0.39
2020,LG,남호,6,3,3,18.1,0,0,0,0,14,12,3.93,4.93,1.36,0.2
2020,LG,성재헌,4,0,4,4.1,0,0,0,0,1,1,4.15,4.85,1.62,0.12
2020,LG,김윤식,23,11,12,67.2,2,4,0,2,38,24,6.25,5.2,1.64,0.03
2020,LG,이찬혁,4,0,4,3.1,0,0,0,0,1,3,5.4,10.54,2.1,0.01
2020,LG,이우찬,4,1,3,4.2,0,0,0,0,4,7,11.57,10.38,3.43,-0.04
2020,LG,한선태,1,0,1,1.0,0,0,0,0,0,2,18.0,10.2,5.0,-0.05
2020,LG,정용운,3,0,3,1.2,0,0,0,0,3,1,16.2,1.36,2.4,-0.06
2020,LG,김대현,33,0,33,32.1,4,0,0,3,28,23,5.85,6.24,1.86,-0.07
2020,LG,문광은,4,0,4,4.0,0,0,0,0,4,2,11.25,6.02,2.25,-0.09
2020,LG,백청훈,2,0,2,1.1,0,0,0,0,0,0,20.25,12.92,3.0,-0.14
2020,LG,김지용,4,0,4,3.2,0,0,0,0,4,2,14.73,6.2,1.91,-0.14
2020,LG,김대유,3,0,3,2.1,0,0,0,0,1,1,23.14,5.58,2.57,-0.23
2020,LG,이상규,28,0,28,31.0,2,3,4,1,18,21,6.68,6.28,2.13,-0.43
2020,LG,류원석,4,1,3,4.2,0,1,0,0,5,11,11.57,13.83,4.07,-0.49
2020,LG,여건욱,25,0,25,27.2,1,3,1,2,18,4,7.16,6.59,1.45,-0.53
2021,LG,켈리,30,30,0,177.0,13,8,0,0,142,60,3.15,3.76,1.24,5.22
2021,LG,수아레즈,23,22,1,115.1,10,2,0,0,126,41,2.18,2.66,1.14,4.23
2021,LG,정우영,70,0,70,65.0,7,3,2,27,41,26,2.22,3.76,1.06,2.44
2021,LG,고우석,63,0,63,58.0,1,5,30,0,68,23,2.17,2.63,1.21,2.37
2021,LG,이민호,25,22,3,115.0,8,9,0,0,100,45,4.3,4.53,1.17,2.01
2021,LG,김대유,64,0,64,50.2,4,1,0,24,56,15,2.13,2.94,0.93,1.8
2021,LG,임찬규,17,17,0,90.2,1,8,0,0,67,41,3.87,4.31,1.29,1.6
2021,LG,이정용,66,0,66,69.2,3,3,0,15,74,23,2.97,2.82,1.12,1.49
2021,LG,진해수,50,0,50,44.1,1,0,0,5,39,18,2.44,3.5,1.33,0.83
2021,LG,정찬헌,12,12,0,58.0,6,2,0,0,31,12,4.03,4.2,1.4,0.74
2021,LG,임준형,6,4,2,23.0,1,0,0,0,21,4,3.13,2.43,1.22,0.72
2021,LG,송은범,35,0,35,37.1,2,2,0,4,19,13,4.1,4.06,1.26,0.69
2021,LG,백승현,16,0,16,16.2,0,0,0,1,10,4,2.16,3.38,1.02,0.61
2021,LG,이상영,21,9,12,50.0,1,1,0,0,30,32,4.32,6.41,1.6,0.5
2021,LG,최성훈,46,0,46,40.2,1,1,0,3,33,19,2.43,3.85,1.45,0.46
2021,LG,김윤식,35,3,32,66.2,7,4,0,1,56,36,4.46,4.11,1.52,0.44
2021,LG,배재준,15,6,9,32.2,2,2,0,0,23,13,4.13,3.89,1.68,0.29
2021,LG,차우찬,5,5,0,22.1,2,1,0,0,12,13,5.24,5.71,1.3,0.26
2021,LG,함덕주,16,3,13,21.0,1,2,0,1,18,13,4.29,5.12,1.57,0.26
2021,LG,채원후,14,0,14,17.1,0,0,0,0,18,20,3.12,4.75,2.02,0.16
2021,LG,김지용,3,0,3,4.0,0,0,0,0,5,1,0.0,2.19,0.75,0.15
2021,LG,류원석,6,0,6,6.0,0,0,0,0,8,9,6.0,5.6,1.67,0.1
2021,LG,김진수,3,0,3,2.1,0,0,0,0,2,0,3.86,1.62,0.86,0.03
2021,LG,고효준,3,0,3,2.1,0,0,0,0,1,0,3.86,2.7,1.29,-0.01
2021,LG,최동환,8,0,8,5.2,0,0,0,0,2,4,9.53,6.17,1.76,-0.04
2021,LG,김태형,2,0,2,1.0,0,0,0,0,1,2,27.0,10.57,2.0,-0.04
2021,LG,오석주,9,0,9,8.1,0,0,0,0,7,6,6.48,3.9,1.8,-0.05
2021,LG,이찬혁,1,0,1,1.0,0,0,0,0,2,2,18.0,4.97,3.0,-0.06
2021,LG,이상규,7,0,7,6.0,0,0,0,0,4,2,9.0,5.63,1.67,-0.07
2021,LG,이우찬,15,5,10,34.0,0,1,0,0,27,25,5.56,5.2,1.79,-0.21
2021,LG,김대현,4,0,4,3.2,0,0,0,0,4,3,12.27,10.91,2.73,-0.32
2021,LG,손주영,7,6,1,26.2,1,3,0,0,21,20,8.44,6.02,1.91,-0.43
2022,LG,켈리,27,27,0,166.1,16,4,0,0,153,35,2.54,2.89,1.08,5.47
2022,LG,플럿코,28,28,0,162.0,15,5,0,0,149,38,2.39,3.19,1.01,5.29
2022,LG,김윤식,23,23,0,114.1,8,5,0,0,81,27,3.31,3.29,1.33,2.83
2022,LG,고우석,61,0,61,60.2,4,2,42,0,80,21,1.48,2.69,0.96,2.78
2022,LG,김대유,59,0,59,39.2,2,1,0,13,36,15,2.04,3.76,1.26,1.32
2022,LG,이우찬,36,0,36,44.2,5,0,0,2,42,21,1.81,3.42,1.12,1.32
2022,LG,김진성,67,0,67,58.0,6,3,0,12,54,22,3.1,3.76,1.14,1.29
2022,LG,진해수,64,0,64,45.0,4,0,0,12,35,11,2.4,2.93,1.11,1.24
2022,LG,정우영,67,0,67,58.0,2,3,0,35,40,32,2.64,4.49,1.38,1.18
2022,LG,임찬규,23,23,0,103.2,6,11,0,0,75,39,5.04,4.5,1.47,0.89
2022,LG,배재준,17,5,12,31.1,0,1,0,0,23,15,2.3,3.83,1.18,0.89
2022,LG,최성훈,45,0,45,33.1,0,0,0,6,22,13,2.16,3.79,1.08,0.68
2022,LG,이정용,65,0,65,59.1,4,4,1,22,40,18,3.34,3.75,1.2,0.62
2022,LG,최동환,47,0,47,50.0,0,1,0,0,30,17,4.14,4.59,1.24,0.5
2022,LG,김영준,2,2,0,9.2,0,0,0,0,7,4,1.86,5.45,1.24,0.47
2022,LG,송은범,25,0,25,26.2,1,1,0,2,13,10,4.05,5.07,1.46,0.45
2022,LG,이민호,26,26,0,119.1,12,8,0,0,73,43,5.51,4.95,1.58,0.43
2022,LG,함덕주,13,0,13,12.2,0,0,0,0,13,11,2.13,4.16,1.58,0.39
2022,LG,채원후,3,0,3,3.0,0,0,0,1,2,0,0.0,3.15,0.33,0.18
2022,LG,조원태,2,0,2,4.0,0,0,0,0,0,2,0.0,6.11,0.75,0.15
2022,LG,이지강,4,1,3,11.0,0,0,0,0,6,13,4.91,6.08,2.27,0.14
2022,LG,강효종,1,1,0,5.0,1,0,0,0,4,4,3.6,4.26,1.8,0.13
2022,LG,손주영,3,3,0,12.2,0,1,0,0,8,8,4.97,4.9,1.42,0.07
2022,LG,오석주,4,0,4,3.2,0,0,0,0,2,0,2.45,5.67,1.09,0.05
2022,LG,김주완,1,0,1,1.0,0,0,0,0,0,1,0.0,6.88,2.0,0.05
2022,LG,송승기,7,0,7,8.1,0,1,0,0,10,6,5.4,4.44,1.8,-0.01
2022,LG,임준형,10,5,5,30.0,1,3,0,1,26,14,6.0,4.17,1.67,-0.07
